codigo_fabricante,descricao_do_produto,marca,preco,estoque,localizacao,preco_promoc_varejo
101755,BORRACHA DO VIDRO TRASEIRO VIGIA CORCEL 1 ATE 1977,JAHU,"222,03","2,000",SS -2-08,
022227,BORRACHA DO VIDRO TRASEIRO VIGIA D20  D40,JAHU,"283,65","2,000",SS -2-05,
090912,BORRACHA DO VIDRO TRASEIRO VIGIA F1000 F4000,JAHU,"207,54","4,000",SS -2-08,
0110078,BORRACHA DO VIDRO TRASEIRO VIGIA FIESTA 1996 EM DIANTE,JAHU,"99,10","6,000",SS -3-SUP,
0700408,BORRACHA DO VIDRO TRASEIRO VIGIA GOL E PARATI QUADRADO,JAHU,"119,06","3,000",SS -3-09,
0031571,BORRACHA DO VIDRO TRASEIRO VIGIA OPALA 2 PORTAS,JAHU,"170,67","1,000",SS -2-06,
300677,BORRACHA DO VIDRO TRASEIRO VIGIA PASSAT 2 PORTAS,JAHU,"145,58","2,000",SS -3-07,
0700736,BORRACHA DO VIDRO TRASEIRO VIGIA SAVEIRO QUADRADA,JAHU,"127,73","3,000",SS -3-04,
0698101,BORRACHA EXTERNA VIDRO TRASEIRO PARATI BOLA,JAHU,"52,94","4,000",SS -3-03,
DEW06215,BORRACHA FACAO VW FUSCA BRASILIA 1 PINTA EXTERNA,DEWPA,"33,52","0,000",J- 90,
DEW05299,BORRACHA FACAO VW FUSCA BRASILIA 1 PINTA EXTERNA,DEWPA,"15,19","6,000",NC434,
DEW06214,BORRACHA FACAO VW FUSCA BRASILIA 2 PINTAS INTERNA,DEWPA,"37,68","0,000",J- 89,
DEW05298,BORRACHA FACAO VW FUSCA BRASILIA 2 PINTAS INTERNA,DEWPA,"14,68","6,000",NC433,
COI307,BORRACHA FREIO     1,UNIVE,"2,31","0,000",,
COI303,BORRACHA FREIO 1-3/4,UNIVE,"2,17","0,000",,
COI306,BORRACHA FREIO 5/8,UNIVE,"1,39","0,000",,
700392,BORRACHA GUARNICAO DA JANELA LATERAL FIXA COM VAO PRA FRISO GOL Q,JAHU,"118,22","1,000",SS -2-03,
032110,BORRACHA GUARNICAO DO VIDRO TRASEIRO VIGIA COM VAO PRA FRISO OPAL,JAHU,"221,41","1,000",SS -3-08,
164422,BORRACHA GUARNICAO PARABRISAS KOMBI,JAHU,"137,21","1,000",SS2-01,
032097,BORRACHA GUARNICAO PARABRISAS OPALA E CARAVAN 1978 A 1990,JAHU,"225,99","0,000",SS -1-02,
102288,BORRACHA GUARNICAO VIDRO TRASEIRO VIGIA CORCEL 2,JAHU,"274,93","2,000",SS -1-04,
701702,BORRACHA GUARNICAO VIDRO TRASEIRO VIGIA GOL E PARATI QUADRADO COM,JAHU,"156,45","3,000",SS3-10,
162992,BORRACHA GUARNICAO VIGIA VW FUSCA 1955 A 1966,JAHU,"82,39","2,000",SS -3-04,
DIO602,BORRACHA HIDROVACUO FIATKOM,UNIVE,"7,39","0,000",H7,
DIO603,BORRACHA HIDROVACUO MONZA,DIVER,"7,74","0,000",,
90778,BORRACHA INF BOCAL CARB CORCEL GOL D REY WEBER DUP,CORCE,"25,85","2,000",B3-13,
3082,BORRACHA INF BOCAL CARB CORCEL GOL D REY WEBER DUP,DSC,"13,23","0,000",B3-13,
7334001,BORRACHA ISOLADOR CARBURADOR - CHEVETTE / MARAJO,DIVER,"8,51","4,000",C4-18,
20564,BORRACHA JANELA LATERAL FIXA DIREITA CORCEL 2,JAHU,"71,72","0,000",SS -4-05,
20565,BORRACHA JANELA LATERAL FIXA ESQUERDA CORCEL 2,JAHU,"75,31","1,000",SS -4-05,
0701863,BORRACHA JANELA LATERAL FIXA ESQUERDA PARATI,JAHU,"164,19","1,000",SS -4-04,
0600067,BORRACHA JANELA LATERAL MOVEL FIAT 147 SPAZIO PANORAMA,JAHU,"53,46","2,000",SS -4-02,
046087,BORRACHA JANELA LATERAL MOVEL MONZA ESCORT LOGUS,JAHU,"100,64","7,000",SS -4-SUP,
0701153,BORRACHA JANELA LATERAL MOVEL VOYAGE QUADRADO,JAHU,"100,01","3,000",SS -4-03,
AC345,BORRACHA PARACHOQUE BRASILIA,VOLKS,"8,97","0,000",,
111774,BORRACHA PEDAL SEPARADAS (SEM KIT),DIVER,"5,79","0,000",H12-07,
7544738,BORRACHA PONTA BARRA ESTAB UNO PREM ELBA FIOR 1025,FIAT,"32,09","0,000",X,
MB416,BORRACHA PONTA BARRA ESTAB UNO PREM ELBA FIOR 1025,MOBEN,"13,74","0,000",NC502,
1025,BORRACHA PONTA BARRA ESTAB UNO PREM ELBA FIOR 1025,SAMPE,"13,09","0,000",NC502,
NB14001,BORRACHA PONTA BARRA ESTAB UNO PREM ELBA FIOR 1025,NAKAT,"8,58","0,000",NC5-02,
060687,BORRACHA PORTA TOYOTA BANDEIRANTE 69/85 DIR/ESQ,DIVER,"77,79","1,000",SU -3-SUP,
31512,BORRACHA QUEBRA VENTO DIR BRASILIA /78,VOLKS,"85,47","0,000",,
041549,BORRACHA QUEBRA VENTO DIREITO CHEVETTE ATE 1984,JAHU,"131,59","4,000",SS -4-08,
31513,BORRACHA QUEBRA VENTO ESQ BRASILIA /78,VOLKS,"85,47","0,000",,
3081,BORRACHA SUP BOCAL CARB CORCEL GOL D REY WEBER DUP,DSC,"13,89","0,000",B3-12,
542129625,BORRACHA SUP BOCAL CARB CORCEL GOL D REY WEBER DUP,FORD,"12,60","0,000",,
MB315,BORRACHA SUPERIOR.AMORT.DIANT. VW SEDAN FUSCA,VOLKS,"1,52","0,000",,
LF2574,BORRACHA VEDACAO ANTI CHAMA GOL SAV PAMPA (VERMELHA,LAFER,"8,40","10,000",NJ1-04,
DEW07055,BORRACHA VEDACAO ANTI CHAMA GOL SAV PAMPA (VERMELHA,DEWPA,"12,60","2,000",NJ1-04,
310119,BORRACHA VEDACAO TAMPA VALV CHEVETTE MARA CHEVY,CORCE,"46,79","0,000",C3-47,
LF0194A,BORRACHA VEDACAO TAMPA VALV CHEVETTE MARA CHEVY,LAFER,"16,03","5,000",C3-47,
209180,BORRACHA VEDACAO TUBO VARET NIVEL OLEO FIAT147 UNO,CORCE,"10,50","2,000",D6-04,
209201,BORRACHA VEDACAO TUBO VARETA NIVEL OLEO UNO FIRE,CORCE,"12,16","4,000",D2-20,
601903,BORRACHA VIDRO LATERAL FIXO UNO TODOS DIR E ESQ,JAHU,"134,66","4,000",SS -4-05,
031564,BORRACHA VIDRO TRASEIRO VIGIA ABA LARGA OPALA 4 PORTAS,JAHU,"252,82","1,000",SS -2-06,
0101779,BORRACHA VIDRO TRASEIRO VIGIA BELINA 2 C/ VAO P/ FRISO,JAHU,"215,08","2,000",SS -2-09,
0022135,BORRACHA VIDRO TRASEIRO VIGIA C/ MACARRAO C10  D10 A10,JAHU,"137,60","4,000",SS -2-05,
0601897,BORRACHA VIDRO TRASEIRO VIGIA UNO ATE 1990,JAHU,"139,39","2,000",SS -3-02,
043147,BORRACHAO P/ CHOQUE CHEVETT 83/87 C/ GRAMPO CASTEL,JAHU,"120,14","3,000",ST -4-05,
0023293,BORRACHAO PARACHOQUE DIANT D20,JAHU,"231,63","1,000",ST -4-05,
106187,BORRACHAO PARACHOQUE DIANT DIR ESCORT /92,FORD,"14,55","0,000",,
106194,BORRACHAO PARACHOQUE DIANT ESQ ESCORT /92,JAHU,"5,06","1,000",SM -3-05,
0022920,BORRACHAO PARACHOQUE TRASEIRO D20,JAHU,"204,38","4,000",ST -4-05,
106200,BORRACHAO PARACHOQUE TRASEIRO ESCORT /92,FORD,"8,74","0,000",,
161254,BORRACHAO PARACHOQUE VW SEDAN C/GRAMPO  16125-4,JAHU,"133,96","7,000",ST -4-07,
AP105,BOTAO AR ACD  ESCORT VERONA 98/ ZETEC ROCAN,CENTE,"82,90","1,000",H2-07,
650135,BOTAO AR CORSA 94/04,CHG,"71,72","1,000",H2-06,
AP104,BOTAO AR ESCORT VERONA 98/ ZETEC ROCAN CENTRAL LON,CENTE,"62,84","1,000",H2-07,
AP02,BOTAO AR GOL PAR SAV GII 95/99 AMBAR,AUT,"15,78","0,000",H2-06,
143004,BOTAO AR GOL PAR SAV GII 95/99 AMBAR,NEWKA,"7,33","1,000",H2-06,
AP01,BOTAO AR GOL PAR SAV GII 95/99 BRANCO,AUT,"21,08","1,000",H2-06,
143003,BOTAO AR GOL PAR SAV GII 95/99 BRANCO,NEWKA,"13,20","1,000",H2-06,
AP03,BOTAO AR GOL PAR SAV GII 95/99 VERDE,AUT,"15,05","1,000",H2-06,
AP116,BOTAO AR GOL PAR SAV GIII PRETO CURTO LUZ LARANJA,CENTE,"32,82","5,000",H2-06,
AP04,BOTAO AR GOL PAR SAV GIII PRETO LUZ VERMELHO,VOLKS,"28,85","0,000",,
AP06,BOTAO AR GOL PARA SAV GII CROMADO LUZ VERMELHO,CENTE,"13,23","2,000",H2-06,
AP52,BOTAO AR GOL PARATI SAVEIRO GIII LUZ AZUL,VOLKS,"23,10","0,000",,
AP19,BOTAO AR LOGUS POINTER LUZ BRANCA,CENTE,"40,11","1,000",H2-07,"26,000"
AP165,BOTAO AR QUENTE FIESTA KA COURIER 96/04 LUZ BRANCA,CENTE,"18,72","2,000",H2-07,
40242,BOTAO C/ CHAVE MAC EXT OPALA CARAVAN 68/84 40108,MACAN,"130,10","0,000",I1-128,
LF3690,BOTAO C/ARREMATE BANCO CORSA 94/ CELTA 01/ CINZA,LAFER,"8,52","21,000",NH2-01,
LF3689,BOTAO C/ARREMATE BANCO CORSA 94/ CELTA 01/ PRETO,LAFER,"9,66","11,000",NH2-01,
LF3041,BOTAO C/ARREMATE BANCO GOL PAR SAV VOY 87/94 CINZA,LAFER,"13,43","3,000",NH2-01,
231049,BOTAO C/ARREMATE BANCO GOL PAR SAV VOY 87/94 PRETO,NEWKA,"7,04","2,000",NH2-01,
AP124,BOTAO CROMADO AR COND GOL GIII CURTO AZUL,CENTE,"22,28","0,000",H2-06,
AP121,BOTAO CROMADO AR COND GOL GIII LONGO LUZ AZUL,CENTE,"12,74","5,000",H2-06,
ECH2001,BOTAO DE BUZ.C/ESPE.NIQUELADO,UNIVE,"19,60","2,000",E1228,
1109259,BOTAO DO PISCA ALERTA NOVO UNO/NOVA FIORINO TODOS (PRETO),CHG,"40,31","3,000",H2-07,
145009,BOTAO DO PISCA ALERTA NOVO UNO/NOVA FIORINO TODOS (PRETO),NEWKA,"23,15","0,000",H2-07,
DEW12478,BOTAO FALSO MOLDURA PAINEL GOL PAR SAV VOY 87/94,DEWPA,"16,10","-1,000",A5-05,
620670,BOTAO FECHO TAMPA TRAS SANTANA 91/06 VERSAILLES C/CHAVE,MACAN,"104,14","1,000",I1-051,
AP15,BOTAO INTER LUZ FAROL CORSA OMEGA VECTRA,AUT,"18,70","0,000",H2-06,
353557,BOTAO INTER LUZ FAROL CORSA OMEGA VECTRA,CHG,"17,85","1,000",H2-06,
143019,BOTAO INTER LUZ FAROL CORSA OMEGA VECTRA,NEWKA,"16,54","0,000",H2-06,
000454,BOTAO INTERNO REGULADOR RETROV FIESTA 96/14 DIR ESQ,RETRO,"12,60","1,000",F4-17,
493243,BOTAO LIMITADOR CINTO SEGURANCA PRETO UNIVERSAL,CHG,"3,65","6,000",H10SUP,
30149,BOTAO MACAN EXT PORTA ESQ CORCEL I BELINA I /77,MACAN,"71,61","0,000",H14-47,
2991036,BOTAO PAINEL VW SEDAN 1200 1300 /70 BEGE JG 4 PCAS,VOLKS,"33,21","0,000",,
IM11039S,BOTAO PARTIDA UNIVERSAL   BOTAO,MARIL,"24,26","1,000",F6-05,
IM11036S,BOTAO PARTIDA UNIVERSAL   BOTAO,MARIL,"43,12","3,000",F6-05,
145008,BOTAO PISCA ALERTA PALIO SIENA STRADA 08/ IDEA 09/,NEWKA,"21,00","0,000",H2-07,
1109240,BOTAO PISCA ALERTA PALIO SIENA STRADA 08/ IDEA 09/,CHG,"44,56","4,000",H2-07,
12057060,BOTAO PISCA ALERTA PALIO SIENA STRADA 08/ IDEA 09/  COM MOLA E TR,KOSTA,"68,90","0,000",H2-07,
IM11201,BOTAO PISCA CORSA CORSA 94/... 7 TERMINAIS SEM ALARME,MARIL,"109,29","1,000",F6-20,
302709,BOTAO TRAVA BANCO CORSA KADETT CINZA,CENTE,"4,01","5,000",C13-07,
302710,BOTAO TRAVA BANCO CORSA KADETT GRAFITE,GENER,"3,47","0,000",,
302708,BOTAO TRAVA BANCO CORSA KADETT PRETO,GENER,"3,47","0,000",,
DEW02510,BOTAO TRAVA BANCO ESCORT VERON CORCEL II PRETO,DEWPA,"4,01","14,000",B7-01,
0530037,BOTAO TRAVA BANCO FIESTA KA ESCORT 96/ PRETO,CENTE,"4,01","5,000",NH2-01,
751801,BOTAO TRAVA BANCO GOL PARATI 95/ CINZA DIR,CHG,"8,33","4,000",NH2-02,
231126,BOTAO TRAVA BANCO GOL PARATI 95/ CINZA DIR,NEWKA,"4,20","0,000",NH2-02,
0751810,BOTAO TRAVA BANCO GOL PARATI 95/ CINZA ESQ,CHG,"8,80","4,000",NH2-02,
0630755,BOTAO TRAVA BANCO GOL PARATI 95/ CINZA ESQ,CHG,"8,82","0,000",NH2-02,
231127,BOTAO TRAVA BANCO GOL PARATI 95/ CINZA ESQ,NEWKA,"3,48","0,000",NH2-02,
231120,BOTAO TRAVA BANCO GOL PARATI 95/ PRETO DIR,NEWKA,"6,62","4,000",NH2-01,
231121,BOTAO TRAVA BANCO GOL PARATI 95/ PRETO ESQ,NEWKA,"4,41","0,000",NH2-01,
751795,BOTAO TRAVA BANCO GOL PARATI 95/ PRETO ESQ,CHG,"6,58","4,000",NH2-01,
17007,BOTAO TRAVA BANCO VW FUSCA GOL VOYAGE PARATI PRETO,DIVER,"2,68","3,000",NH2-01,
IM35150,BOTAO VIDRO ELETRICO CLIO 00/ 5 TERMINAL,RENAU,"40,95","0,000",,
90130,BOTAO VIDRO ELETRICO MONZA OPALA 88/ SIMPLES,GENER,"32,92","0,000",C1 018,
84NU7302A,BRACO,DIVER,"19,54","0,000",,
AB826022,BRACO AUX.D10/D20 85/,GENER,"191,73","0,000",G13002,
VKY6173,BRACO AUXILIAR A20 C20 D20 85/ SILVERADO 97/,SKF,"266,10","0,000",G13-03,
32826022S,BRACO AUXILIAR A20 C20 D20 85/ SILVERADO 97/,TRW,"405,22","1,000",G13-03,
32828008R,BRACO AUXILIAR A40 C40 D40,GENER,"343,39","0,000",,
32826010S,BRACO AUXILIAR C10/D10 /84,TRW,"341,01","0,000",G13-03,
BRA8745,BRACO AUXILIAR DIR MITSUBI L200 SPORT PAJERO SPORT,IMPOR,"194,04","0,000",,
32826029S,BRACO AUXILIAR DIRECAO S10 BLAZER TODAS 95/ C/ALAV,TRW,"368,07","0,000",G13-03,
N3058,BRACO AUXILIAR DIRECAO S10 BLAZER TODAS 95/ C/ALAV,NAKAT,"353,68","0,000",G13-03,
N3058SA,BRACO AUXILIAR DIRECAO S10 BLAZER TODAS 95/ S/ALAV,NAKAT,"339,78","0,000",G13-03,
32826030S,BRACO AUXILIAR DIRECAO S10 BLAZER TODAS 95/ S/ALAV,TRW,"347,29","0,000",G13-03,
2499,BRACO AUXILIAR FRONTIER 4X4,IMPOR,"368,63","0,000",,
BO439455,BRACO AUXILIAR HILUX 4X4 96/,TOYOT,"254,10","0,000",,
BRA4249,BRACO AUXILIAR HILUX 4X4 97/00,TOYOT,"172,10","0,000",,
189,BRACO CAPU DIANT VW FUSCA ZP555,VOLKS,"33,50","0,000",,
20450,BRACO CAPU GOL PARATI SAVEIRO 95/ GII DIR,MACAN,"58,35","2,000",A14-14,
20449,BRACO CAPU GOL PARATI SAVEIRO 95/ GII ESQ,MACAN,"71,41","3,000",A14-15,
20468,BRACO CAPU GOL PARATI SAVEIRO 99/ GIII GIV DIR,MACAN,"77,77","1,000",I1-073,
20469,BRACO CAPU GOL PARATI SAVEIRO 99/ GIII GIV ESQ,MACAN,"77,77","1,000",I1-073,
20355,BRACO CAPU GOL PARATI SAVEIRO VOY /94  LD-LE 20355,MACAN,"42,51","6,000",A14-13,
1510122,BRACO COM PALHETA TRASEIRA ASTRA 99/11,2M PL,"194,37","0,000",X,
4117D,BRACO DO LIMPADOR DIREITO - SANTANA 1984 A 1997,CHG,"89,90","0,000",X,
783D,BRACO DO LIMPADOR DIREITO PALIO SIENA STRADA 2001/,GRANE,"179,16","1,000",H1204,
502159,BRACO DO LIMPADOR DIREITO PALIO SIENA STRADA 2001/,NEWKA,"108,52","0,000",H1204,
1106D,BRACO DO LIMPADOR DIREITO PALIO SIENA STRADA 2001/,CHG,"106,10","0,000",H1204,
4117E,BRACO DO LIMPADOR ESQUERDO - SANTANA 1984 A 1997,CHG,"89,90","0,000",X,
783E,BRACO DO LIMPADOR ESQUERDO PALIO SIENA STRADA 2001/,GRANE,"181,28","1,000",H1204,
1106E,BRACO DO LIMPADOR ESQUERDO PALIO SIENA STRADA 2001/,CHG,"129,82","0,000",H1204,
502159E,BRACO DO LIMPADOR ESQUERDO PALIO SIENA STRADA 2001/,NEWKA,"87,10","0,000",H1204,
40405,BRACO DO LIMPADOR MENOR - SANTANA 1984 A 1997,DJALM,"63,67","0,000",H13-SUP,
2225225,BRACO DO LIMPADOR ORIGINAL DJALMA - ENCAIXE BAIONETA,DJALM,"38,29","27,000",H12-SUP,
10635,BRACO LIMP DIR TEMPRA TIPO,CENTE,"83,16","0,000",X,
200118,BRACO LIMP ESQ TEMPRA TIPO F1000 F4000 92/,DYNA,"104,29","1,000",H1204,
906D,BRACO LIMP FOX CROSSFOX SPACEFOX GANCHO LD,GRANE,"193,29","0,000",X,
40358,BRACO LIMP PARAB DIR PASSAT 79/ GOL PAR SAV 80/94,DJALM,"40,52","31,000",H1204,
502150,BRACO LIMP PARAB DIR PASSAT 79/ GOL PAR SAV 80/94,NEWKA,"66,45","0,000",H1204,
4108D,BRACO LIMP PARAB DIR PASSAT 79/ GOL PAR SAV 80/94,CHG,"77,72","0,000",H1204,
502150E,BRACO LIMP PARAB ESQ PASSAT 79/ GOL PAR SAV 80/94,NEWKA,"67,39","0,000",H1204,
4108E,BRACO LIMP PARAB ESQ PASSAT 79/ GOL PAR SAV 80/94,CHG,"81,61","1,000",H1204,
502130,BRACO LIMPADOR (FIX.PARAF)LIMP VW 67/75,NEWKA,"80,23","2,000",H1204,
VIS115BP,BRACO LIMPADOR - CORCEL 2 BELINA 2 PAMPA DEL REY,DJALM,"25,21","3,000",H13-SUP,
1101,BRACO LIMPADOR DIANT UNO/ELBA/PREMIO FIORINO,CARSI,"108,00","0,000",H1204,
DEW11928,BRACO LIMPADOR DIANT UNO/ELBA/PREMIO FIORINO,DEWPA,"146,88","0,000",H1204,
703,BRACO LIMPADOR DIANT UNO/ELBA/PREMIO FIORINO,GRANE,"123,36","0,000",H1204,
4109,BRACO LIMPADOR DIANTEIRO GOL SAVEIRO PARATI 97/99 SPECIAL 99/01,CHG,"79,01","0,000",H1204,
716,BRACO LIMPADOR DIANTEIRO OPALA 73/...,GRANE,"94,47","0,000",X,
40278,BRACO LIMPADOR DIVERSOS,DIVER,"31,91","37,000",H12SUP,
VIS19P,BRACO LIMPADOR FIX UNIV SEDAN 76/,VOLKS,"35,28","1,000",H1204,
764,BRACO LIMPADOR KADETT IPANEMA 89/95,GRANE,"114,56","0,000",X,
1100,BRACO LIMPADOR PALHETA FIAT 147 OGGI SPAZIO PANORAMA /86 BAIONETA,CARSI,"69,33","2,000",H1204,
218481,BRACO LIMPADOR PALHETA TRASEIRA COM PALHETA PALIO 96/16 FIESTA,CHG,"124,50","2,000",H1204,
TC24,BRACO LIMPADOR TRAS C/ PALHETA ECOSPORT FIESTA 02/ CELTA CORSA,RETOV,"118,57","0,000",NG7-LAT,
4150T,BRACO LIMPADOR TRAS GOL 84/96,CHG,"69,64","0,000",X,
988G,BRACO LIMPADOR TRAS PALIO 96/ USAR PALHETA 3697532238,FIAT,"84,00","0,000",X,
1153T,BRACO LIMPADOR TRAS UNO 95/10,CHG,"94,50","0,000",H1204,
17884,BRACO OSCILANTE UNO 1985 A 1987 COM BUCHA E PIVO,DIVER,"126,36","2,000",G13-05,
VKDS6023,BRACO OSCILANTE UNO PREMIO ELBA FIORINO 89/ 10MM,SKF,"180,16","0,000",G13-05,
NBJ4001P,BRACO OSCILANTE UNO PREMIO ELBA FIORINO 89/ 10MM,NAKAT,"211,83","1,000",G13-05,
BRA3029,BRACO OSCILANTE UNO PREMIO ELBA FIORINO 89/ 10MM,PERFE,"115,54","0,000",G13-05,
AB730816,BRACO PITIMAN PICK-UP S-10,GENER,"113,16","0,000",,
BS6100,BRACO PITMAM DIANT ESQ F4000 TDS,AUTH,"380,34","0,000",X,
BRP6008,BRACO PITMAN A10 A14 A15 1967/1985,PERFE,"136,50","0,000",G13-03,
VKY6174,BRACO PITMAN ACD10 D20 85/ SILVERADO (RETO),SKF,"216,49","0,000",G13-03,
32826023S,BRACO PITMAN ACD10 D20 85/ SILVERADO (RETO),TRW,"306,40","2,000",G13-03,
A826008,BRACO PITMAN C10/C14,DIVER,"25,02","0,000",G13-03,
32826027S,BRACO PITMAN D20 85/ SILVERADO DIR HIDRAUL (CURVO),TRW,"293,20","1,000",G13-03,
N3037,BRACO PITMAN D20 85/ SILVERADO DIR HIDRAUL (CURVO),NAKAT,"359,90","2,000",G13-03,
94634079,BRACO PITMAN DA DIRECAO -  A/C/D10 - D20  1985/1989,DIVER,"127,63","8,000",ML,
32828118S,BRACO PITMAN DE DIRECAO - F4000 DIRECAO MECANICA,TRW,"65,05","0,000",F11-06,
32826021R,BRACO PITMAN DIRECAO GM A10 C10 D10 D20 1985/...,TRW,"82,69","0,000",ML,
N99116,BRACO PITMAN L200 2001/2012,NAKAT,"284,28","0,000",G13-02,
VKY6175,BRACO PITMAN S10 BLAZER 95/,SKF,"180,41","0,000",G13-03,
32826028S,BRACO PITMAN S10 BLAZER 95/,TRW,"352,25","0,000",G13-03,
N3057,BRACO PITMAN S10 BLAZER 95/ ((NAO PEDIR NAKATA),NAKAT,"339,75","0,000",G13-03,
94651679,BRACO PITMAN SISTEMA ZF - C10 C20 C10 D20 SILVERADO,FORJA,"88,20","0,000",ML,
B0411034,BRACO PITMAN TOYOTA BANDEIRANTES TODAS C/ DH,TOYOT,"168,63","0,000",,
BRA3112SB,BRACO SUSP DIR ESCORT VE APOL /92 HOBBY 93/ JE2954,PERFE,"128,33","0,000",G13-07,
BS11D,BRACO SUSP DIR ESCORT VE APOL /92 HOBBY 93/ JE2954',MDS,"109,17","22,000",G13-07,
VKDS6021,BRACO SUSP DIR ESCORT VERONA APOLO /92 HOBBY 93/96,SKF,"149,81","0,000",G13-07,"110,000"
BJC08081M,BRACO SUSP ESQ. ESCORT VERONA APOLLO /92 HOBBY 93/96,COFAP,"317,07","1,000",G13-07,
VKDS6022,BRACO SUSP ESQ. ESCORT VERONA APOLLO /92 HOBBY 93/96,SKF,"187,82","0,000",G13-07,
M124,BRACO SUSP SUPERIOR  DIANT  LADO DIREITO FUSION 2006/,MAZI,"568,29","0,000",X,
M125,BRACO SUSP SUPERIOR  DIANT LADO ESQUERDO FUSION 2006/,MAZI,"643,51","0,000",X,
M119,BRACO SUSP SUPERIOR  DIANT LADO ESQUERDO FUSION 2006/,MAZI,"586,95","0,000",X,
M1171,BRACO SUSPENSAO INF FUSION 2006/ FURO (12MM) RETO,MAZI,"390,69","0,000",X,
M117,BRACO SUSPENSAO INF FUSION 2006/ FURO (14MM) RETO,MAZI,"422,10","0,000",X,
AL666,BRACO TENSOR LADO DIREITO - UNO PREMIO ELBA FIORINO,IMA,"193,16","1,000",D8-02,
AL667,BRACO TENSOR LADO ESQUERDO - UNO PREMIO ELBA FIORINO,IMA,"228,52","1,000",D8-02,
BJC04077M,BRACO TENSOR TRAS OPALA/CARAVAN DIR ESQ,COFAP,"191,61","3,000",C10-01,
DEW05645,BRACO TENSOR TRAS OPALA/CARAVAN DIR ESQ,DEWPA,"116,87","0,000",C10-01,
BJC08010M,BRACO TENSOR TRAS.CORCEL BEL I II DEL REY PAMPA,COFAP,"205,79","1,000",B8-07,
100000,BRACO TENSOR TRAS.CORCEL BEL I II DEL REY PAMPA,JAHU,"124,58","0,000",B8-07,
020230,BRACO TENSOR TRAS.CORCEL BEL I II DEL REY PAMPA,FINDE,"166,71","2,000",B8-07,
0950704,BRACO TENSOR TRAS.CORCEL BEL I II DEL REY PAMPA,JAHU,"123,72","0,000",B8-07,
FO3000,BRACO TENSOR TRAS.CORCEL BEL I II DEL REY PAMPA,GRAZI,"128,59","2,000",B8-07,
BR2992R,BRACO TRASEIRO BMW 320I 2013/2017,IMPOR,"986,52","0,000",X,
BTY81732,BRACO TRASEIRO RETO FUSION 2006/...,FORD,"769,55","0,000",X,
C814 / 3.725.108,BRAÇO DESLIGADOR DA EMBREAGEM - CHEVROLET BRASIL,CAETE,"33,08","0,000",B7-SUP,
441010,BREAKE LIGHTS 12 LEDS VERMELHO,NEWKA,"43,69","0,000",,
AP104,BREAKE LIGHTS 12 LEDS VERMELHO,AUTOP,"38,92","2,000",VITRIN E,
SBB271025,BRONZ BIELA CORSA CELTA 94/ 02/ 1.0 .4 .6 .8 PALIO 1.8,METAL,"163,16","2,000",C1-26,
SBB271050,BRONZ BIELA CORSA CELTA 94/ 02/ 1.0 .4 .6 .8 PALIO 1.8,METAL,"139,25","1,000",C1-27,
SBB271STD,BRONZ BIELA CORSA CELTA 94/ 02/ 1.0 .4 .6 .8 PALIO 1.8,METAL,"162,35","1,000",C1-26,
BB271075,BRONZ BIELA CORSA CELTA 94/ 02/ 1.0 .4 .6 .8 PALIO 1.8,METAL,"133,71","1,000",C1-27,
SBC88025,BRONZ MANCAL CORSA CELTA TDS CORSA VHC CORSA PALIO 1.8,METAL,"271,07","0,000",C1-24,
SBC880050,BRONZ MANCAL CORSA CELTA TDS CORSA VHC CORSA PALIO 1.8,METAL,"260,69","0,000",C1-25,
SBC452STD,BRONZ MANCAL CORSA CELTA TDS CORSA VHC CORSA PALIO 1.8,METAL,"234,86","0,000",C1 24,
SBC452025,BRONZ MANCAL CORSA CELTA TDS CORSA VHC CORSA PALIO 1.8,METAL,"242,94","1,000",C1-24,
SBC452050,BRONZ MANCAL CORSA CELTA TDS CORSA VHC CORSA PALIO 1.8,METAL,"250,76","1,000",C1-25,
SBC326025,BRONZ MANCAL GOL AP 84/ GOL AT 1.0 97/ FOX GOL GV EA111,METAL,"195,04","1,000",A2-01,
SBC326050,BRONZ MANCAL GOL AP 84/ GOL AT 1.0 97/ FOX GOL GV EA111,METAL,"168,18","1,000",A2-01,
BC326075,BRONZ MANCAL GOL AP 84/ GOL AT 1.0 97/ FOX GOL GV EA111,VOLKS,"71,19","0,000",X,
SBC326STD,BRONZ MANCAL GOL AP 84/ GOL AT 1.0 97/ FOX GOL GV EA111,METAL,"210,65","1,000",A2-01,
BCTO25050,BRONZ MANCAL HILUX 2.4 2.8 3.0 ASPIRADO,TOYOT,"197,40","0,000",,
SM452STD,BRONZINA   MANCAL CORSA  1.0/1.4/1.6/1.8 STD,SINTE,"301,48","0,000",X,
BC123100,BRONZINA .1.00 CORCEL 1.4 TDS,FORD,"310,70","0,000",,
SBB345050,BRONZINA B UNO PALIO STRADA 1.3 8V 16V 1.4 FIRE FIRE FLEX,METAL,"303,72","0,000",D1-32,
BB14STD,BRONZINA B. FIESTA KA COURIER 1.4 16V ZETEC ROCAN,FORD,"142,07","0,000",,
SBB344025,BRONZINA B. UNO PALIO SIENA STRADA 1.0 FIRE 8V 16V,METAL,"261,57","1,000",D1-27,
SBB344STD,BRONZINA B. UNO PALIO SIENA STRADA 1.0 FIRE 8V 16V,METAL,"246,00","0,000",D1-27,
BB163025,BRONZINA B.0.25 CHEVETTE,GENER,"54,60","0,000",,
